동원F&B, 0.6586363911628723, 0.5652173757553101, 0.6276150345802307
오뚜기, 0.6509090662002563, 0.586426317691803, 0.6317991614341736
포스코대우, 0.0, 0.0, 0.0
LG화학, 0.6559090614318848, 0.5609756112098694, 0.573221743106842
엔씨소프트, 0.7022727131843567, 0.5047720074653625, 0.6150627732276917
LG유플러스, 0.678636372089386, 0.5705196261405945, 0.5941422581672668
대우조선해양, 0.682272732257843, 0.6065747737884521, 0.589958131313324
대한항공, 0.7622727155685425, 0.5758218169212341, 0.6066945791244507
대한유화, 0.5986363887786865, 0.5811240673065186, 0.581589937210083
한샘, 0.6800000071525574, 0.5387062430381775, 0.5857740640640259
동서, 0.7327272891998291, 0.5779427289962769, 0.6443514823913574
LG, 0.7049999833106995, 0.598091185092926, 0.6025104522705078
롯데케미칼, 0.5550000071525574, 0.5694591999053955, 0.6234309673309326
CJ, 0.7572727203369141, 0.5577942728996277, 0.6066945791244507
미래에셋대우, 0.5627272725105286, 0.6436903476715088, 0.6317991614341736
아모레퍼시픽, 0.6463636159896851, 0.5662778615951538, 0.5564853549003601
현대건설, 0.6690909266471863, 0.5683987140655518, 0.5774058699607849
현대백화점, 0.6986363530158997, 0.6118769645690918, 0.6610878705978394
녹십자홀딩스, 0.6404545307159424, 0.5896076560020447, 0.560669481754303
강원랜드, 0.6672727465629578, 0.5673382878303528, 0.6276150345802307
코웨이, 0.7154545187950134, 0.5493106842041016, 0.6317991614341736
효성, 0.7259091138839722, 0.5249204635620117, 0.6234309673309326
DB손해보험, 0.0, 0.0, 0.0
호텔신라, 0.6600000262260437, 0.5599151849746704, 0.569037675857544
SKC, 0.653181791305542, 0.5397667288780212, 0.6401673555374146
POSCO, 0.6186363697052002, 0.6129374504089355, 0.589958131313324
KCC, 0.6863636374473572, 0.5694591999053955, 0.589958131313324
롯데지주, 0.0, 0.0, 0.0
대우건설, 0.625, 0.5726405382156372, 0.5564853549003601
현대중공업, 0.7145454287528992, 0.5609756112098694, 0.6025104522705078
삼성엔지니어링, 0.6027272939682007, 0.5938494205474854, 0.573221743106842
LS, 0.6809090971946716, 0.5737009644508362, 0.5857740640640259
신세계, 0.8136363625526428, 0.5302227139472961, 0.6025104522705078
농심, 0.7368181943893433, 0.586426317691803, 0.6401673555374146
GS건설, 0.6468181610107422, 0.554612934589386, 0.5648535490036011
한온시스템, 0.5736363530158997, 0.587486743927002, 0.6317991614341736
LG상사, 0.653181791305542, 0.5821844935417175, 0.6192468404769897
한국금융지주, 0.6018182039260864, 0.6171792149543762, 0.6234309673309326
LG생활건강, 0.6431818008422852, 0.5397667288780212, 0.589958131313324
쌍용양회, 0.6127272844314575, 0.5779427289962769, 0.6108786463737488
SK하이닉스, 0.5904545187950134, 0.587486743927002, 0.5439330339431763
KT&G, 0.7513636350631714, 0.5429480671882629, 0.6359832882881165
현대차, 0.7040908932685852, 0.5832449793815613, 0.6150627732276917
한솔케미칼, 0.6349999904632568, 0.5959703326225281, 0.5857740640640259
KT, 0.7909091114997864, 0.6139978766441345, 0.6485355496406555
LG전자, 0.6013636589050293, 0.6320254802703857, 0.6359832882881165
삼성전기, 0.6159090995788574, 0.6076352000236511, 0.5313807725906372
한미사이언스, 0.6040909290313721, 0.5779427289962769, 0.6234309673309326
넥센타이어, 0.6949999928474426, 0.5853658318519592, 0.6861924529075623
AK홀딩스, 0.607272744178772, 0.5927889943122864, 0.6401673555374146
한화, 0.6549999713897705, 0.5747613906860352, 0.573221743106842
금호석유, 0.6477272510528564, 0.6012725234031677, 0.589958131313324
롯데푸드, 0.6050000190734863, 0.6256628036499023, 0.6443514823913574
현대해상, 0.6477272510528564, 0.6108165383338928, 0.6108786463737488
아이에스동서, 0.6486363410949707, 0.5790031552314758, 0.6652719378471375
한국타이어월드와이드, 0.5813636183738708, 0.6235418915748596, 0.6778242588043213
삼성증권, 0.7454545497894287, 0.586426317691803, 0.6066945791244507
대웅제약, 0.6509090662002563, 0.5768823027610779, 0.5564853549003601
현대모비스, 0.7122727036476135, 0.555673360824585, 0.6025104522705078
현대미포조선, 0.6227272748947144, 0.6044538617134094, 0.6234309673309326
NH투자증권, 0.6086363792419434, 0.5843054056167603, 0.5564853549003601
NAVER, 0.5636363625526428, 0.6055142879486084, 0.6527196764945984
세아베스틸, 0.6254545450210571, 0.5927889943122864, 0.6443514823913574
대상, 0.5786363482475281, 0.6118769645690918, 0.6276150345802307
SPC삼립, 0.49590909481048584, 0.47932130098342896, 0.45188283920288086
태광산업, 0.6368181705474854, 0.6585366129875183, 0.5983263850212097
동원시스템즈, 0.0, 0.0, 0.0
기아차, 0.8331817984580994, 0.5811240673065186, 0.6025104522705078
두산중공업, 0.5927272439002991, 0.6076352000236511, 0.581589937210083
카카오, 0.6159090995788574, 0.6352067589759827, 0.5941422581672668
DB하이텍, 0.5768181681632996, 0.6139978766441345, 0.6234309673309326
S-Oil, 0.6613636612892151, 0.6097561120986938, 0.6485355496406555
에스원, 0.6759091019630432, 0.586426317691803, 0.6569037437438965
삼성화재, 0.7022727131843567, 0.5811240673065186, 0.6025104522705078
롯데정밀화학, 0.0, 0.0, 0.0
한일시멘트, 0.6449999809265137, 0.5832449793815613, 0.5983263850212097
한화케미칼, 0.6445454359054565, 0.5673382878303528, 0.6066945791244507
SK텔레콤, 0.7586363554000854, 0.5662778615951538, 0.6778242588043213
한국전력, 0.7281818389892578, 0.5641569495201111, 0.6569037437438965
한섬, 0.6518181562423706, 0.6055142879486084, 0.5983263850212097
